archive_owner_island,descriptor_key,key_axes,archive_cand,archive_gen,archive_recorded_origin_island,archive_ghash,archive_interest_raw,archive_C9,archive_C9_mode,reblend_marker,native_seed2_ok,native_seed3_ok,reblend_source_found,selected_cand,selected_phase,selected_seed,selected_ghash,selected_descriptor,selected_interest_raw,selected_C9,score_matches_historical_reblend,C9_matches_historical_reblend,same_ghash,same_model,same_descriptor,same_T_used,different_best_row_under_common_040,common040_best_cand,common040_best_phase
1,3|switch|drift|liquid|s1|g2,6,p4g4_018,0,4,c85255378879551c,37.2901832639903,0.0,partial,0.4,True,True,True,p4g4_018_c9,c9fill,957,c85255378879551c,3|switch|drift|liquid|s1|g2|mixed,37.2901832639903,0.0,True,True,True,True,False,False,False,p4g4_018_c9,c9fill
1,3|grow|mobile|liquid|s3|g0,6,p0g0_ds2g11_006,0,0,2dd6dbf38ed8f991,54.100133373602304,0.4714,partial,0.4,True,True,True,p0g0_ds2g11_006_c9,c9fill,957,2dd6dbf38ed8f991,3|grow|mobile|liquid|s1|g0|structured,54.100133373602304,0.4714,True,True,True,True,False,False,False,p0g0_ds2g11_006_c9,c9fill
1,3|constant|rotor|flicker|s1|g2,6,p1g6_065,0,1,6ffe5602270e02e4,57.615453465178646,0.2139,partial,0.4,True,False,True,p1g6_065,screen,957,d760747f84c5546f,4|grow|rotor|liquid|s2|g2|structured,66.67181683147331,0.2139,True,True,False,False,False,False,False,p1g6_065,screen
1,3|grow|rotor|liquid|s1|g0,6,p2g2_023,0,2,18fb4a511bd5fd41,56.5548516432551,0.4339,partial,0.4,True,True,True,p2g2_023_c9,c9fill,957,18fb4a511bd5fd41,3|grow|mobile|liquid|s2|g0|structured,56.5548516432551,0.4339,True,True,True,True,False,False,False,p2g2_023_c9,c9fill
1,4|switch|rotor|flicker|s1|g1,6,p6g5_019,0,6,0477d3f126e0b4df,66.1051509716912,0.5612,partial,0.4,True,False,True,p6g5_019_c9,c9fill,957,0477d3f126e0b4df,4|switch|rotor|flicker|s1|g1|structured,66.1051509716912,0.5612,True,True,True,True,False,False,False,p6g5_019_c9,c9fill
1,2|switch|mobile|flicker|s1|g2,6,p10g0_ds6_000,0,10,5ddef2bb7950303b,61.68015601877568,0.558,partial,0.4,True,True,True,p10g0_ds6_000_c9,c9fill,957,5ddef2bb7950303b,2|switch|mobile|flicker|s1|g2|structured,61.68015601877568,0.558,True,True,True,True,False,True,False,p10g0_ds6_000_c9,c9fill
1,2|switch|mobile|liquid|s1|g2,6,p4g5_070,0,4,8944dc72cebaf556,36.88356788316511,0.0,partial,0.4,False,False,True,p4g5_070_c9,c9fill,957,8944dc72cebaf556,2|switch|mobile|liquid|s1|g2|structured,36.88356788316511,0.0,True,True,True,True,False,True,False,p4g5_070_c9,c9fill
1,2|switch|rotor|liquid|s1|g2,6,p1g2_008,0,1,6aef37d09adb821c,57.53477784956226,0.5389,partial,0.4,True,True,True,p1g2_008,screen,957,2e7f82f20c7a06c0,3|switch|mobile|liquid|s1|g2|structured,58.44597231195282,0.5389,True,True,False,False,False,False,False,p1g2_008,screen
1,4|grow|rotor|liquid|s1|g0,6,p5g3_062,0,5,6588fedcc859d014,36.05366040823881,0.0,partial,0.4,True,True,True,p5g3_062_c9,c9fill,957,6588fedcc859d014,4|switch|rotor|liquid|s1|g0|mixed,36.05366040823881,0.0,True,True,True,True,False,False,False,p5g3_062_c9,c9fill
1,4|switch|drift|liquid|s1|g2,6,p4g7_057,0,4,8c1b8d558ff3eab5,45.1542894581398,0.143,partial,0.4,True,False,True,p4g7_057_c9,c9fill,957,8c1b8d558ff3eab5,4|switch|drift|liquid|s1|g2|mixed,45.1542894581398,0.143,True,True,True,True,False,True,False,p4g7_057_c9,c9fill
1,3|grow|drift|liquid|s1|g2,6,p5g4_065,0,5,ec92b73fbd3a436f,46.69262642306477,0.0,partial,0.4,True,True,True,p5g4_065_c9,c9fill,957,ec92b73fbd3a436f,4|grow|mobile|liquid|s1|g2|mixed,46.69262642306477,0.0,True,True,True,True,False,True,False,p5g4_065_c9,c9fill
1,3|switch|mobile|liquid|s2|g0,6,p6g9_040,0,6,199b006fd66f13fb,43.06422726263551,0.2226,partial,0.4,True,False,True,p6g9_040_c9,c9fill,957,199b006fd66f13fb,3|switch|mobile|liquid|s1|g0|structured,43.06422726263551,0.2226,True,True,True,True,False,False,False,p6g9_040_c9,c9fill
1,4|grow|rotor|frozen|s1|g2,6,p2g6_001,0,2,b10ebb5bb2a75e70,40.43926546343431,0.1,partial,0.4,True,False,True,p2g6_001_c9,c9fill,957,b10ebb5bb2a75e70,4|grow|drift|frozen|s1|g2|mixed,40.43926546343431,0.1,True,True,True,True,False,True,False,p2g6_001_c9,c9fill
1,4|switch|mobile|liquid|s1|g0,6,p6g9_024,0,6,13d71fd1241f9ebc,53.46729155835543,0.4296,partial,0.4,True,False,True,p6g9_024_c9,c9fill,957,13d71fd1241f9ebc,4|switch|mobile|liquid|s1|g0|structured,53.46729155835543,0.4296,True,True,True,True,False,False,False,p6g9_024_c9,c9fill
1,4|grow|still|frozen|s2|g2,6,p2g4_015,0,2,04a0f0e5eb95cb51,45.162502232148015,0.1065,partial,0.4,True,False,True,p2g4_015_c9,c9fill,957,04a0f0e5eb95cb51,4|grow|drift|frozen|s2|g2|mixed,45.162502232148015,0.1065,True,True,True,True,False,False,False,p2g4_015_c9,c9fill
1,3|switch|mobile|flicker|s1|g1,6,p3g9_000,0,3,91d0de9a698b42f1,57.284681783797296,0.4548,partial,0.4,False,False,True,p3g9_000_c9,c9fill,957,91d0de9a698b42f1,3|switch|mobile|flicker|s1|g1|structured,57.284681783797296,0.4548,True,True,True,True,False,True,False,p3g9_000_c9,c9fill
1,4|switch|drift|flicker|s1|g2,6,p4g4_007,0,4,51de7cd26fa902e8,37.60042276006942,0.0,partial,0.4,True,True,True,p4g4_007_c9,c9fill,957,51de7cd26fa902e8,4|switch|drift|liquid|s1|g2|mixed,37.60042276006942,0.0,True,True,True,True,False,True,False,p4g4_007_c9,c9fill
1,4|switch|still|liquid|s1|g2,6,p3g8_049,0,3,7abceff1a41774bf,34.52591840159555,0.0,partial,0.4,True,False,True,p3g8_049_c9,c9fill,957,7abceff1a41774bf,4|switch|still|liquid|s1|g2|mixed,34.52591840159555,0.0,True,True,True,True,False,True,False,p3g8_049_c9,c9fill
1,4|oscillator|mobile|liquid|s2|g0,6,p1g2_008,0,1,a19e1629a9d1fb98,57.53477784956226,0.5389,partial,0.4,False,False,True,p1g2_008,screen,957,2e7f82f20c7a06c0,3|switch|mobile|liquid|s1|g2|structured,58.44597231195282,0.5389,True,True,False,False,False,False,False,p1g2_008,screen
1,3|grow|mobile|liquid|s1|g0,6,p1g2_021,0,1,67cf8460076bdd5b,54.31304084134824,0.3793,partial,0.4,True,False,True,p1g2_021_s2,seed2,958,cd3b802cf2dc17d5,4|switch|mobile|liquid|s2|g0|mixed,58.4088010516853,0.3793,True,True,False,False,False,True,True,p1g2_021_s3,seed3
1,3|grow|still|frozen|s2|g2,6,p2g4_069,0,2,ae9d1473551424c6,42.030727755851764,0.064,partial,0.4,True,True,True,p2g4_069_c9,c9fill,957,ae9d1473551424c6,3|grow|still|frozen|s3|g2|mixed,42.030727755851764,0.064,True,True,True,True,False,False,False,p2g4_069_c9,c9fill
1,2|grow|mobile|flicker|s1|g2,6,p6g8_061,0,6,0849acc60943ebb4,18.04529457115435,0.0,partial,0.4,False,False,True,p6g8_061_c9,c9fill,957,0849acc60943ebb4,1|grow|still|flicker|s1|g2|mixed,18.04529457115435,0.0,True,True,True,True,False,False,False,p6g8_061_c9,c9fill
1,3|grow|still|liquid|s1|g2,6,p4g2_028,0,4,9ccfc2ac9c92bba2,45.18083483597651,0.1951,partial,0.4,True,True,True,p4g2_028_c9,c9fill,957,9ccfc2ac9c92bba2,3|grow|still|liquid|s1|g2|structured,45.18083483597651,0.1951,True,True,True,True,False,False,False,p4g2_028_c9,c9fill
1,2|grow|rotor|liquid|s1|g0,6,p6g1_043,0,6,cb8ca5f66af9944a,46.118736234820055,0.3125,partial,0.4,True,True,True,p6g1_043_c9,c9fill,957,cb8ca5f66af9944a,2|switch|rotor|liquid|s2|g0|structured,46.118736234820055,0.3125,True,True,True,True,False,True,False,p6g1_043_c9,c9fill
1,3|grow|mobile|liquid|s2|g0,6,p1g2_034,0,1,65ee88a4e85ee72d,62.40766224348483,0.5568,partial,0.4,True,False,True,p1g2_034,screen,957,158f0c237e4f658e,2|switch|mobile|flicker|s1|g2|structured,64.08957780435604,0.5568,True,True,False,False,False,False,False,p1g2_034,screen
1,3|oscillator|mobile|flicker|s1|g2,6,p6g3_008,0,6,6fdabba5eb65047e,62.10115449766258,0.5263,partial,0.4,True,False,True,p6g3_008_c9,c9fill,957,6fdabba5eb65047e,3|switch|mobile|flicker|s1|g2|structured,62.10115449766258,0.5263,True,True,True,True,False,True,False,p6g3_008_c9,c9fill
1,4|oscillator|drift|liquid|s1|g2,6,p6g7_054,0,6,c3395cc4794da758,32.84491053632261,0.0,partial,0.4,True,False,True,p6g7_054_c9,c9fill,957,c3395cc4794da758,4|oscillator|drift|liquid|s1|g2|mixed,32.84491053632261,0.0,True,True,True,True,False,True,False,p6g7_054_c9,c9fill
1,3|switch|still|liquid|s1|g2,6,p5g8_007,0,5,8e4299986c7764fd,38.56079624782342,0.0,partial,0.4,False,False,True,p5g8_007_c9,c9fill,957,8e4299986c7764fd,3|switch|still|liquid|s1|g2|mixed,38.56079624782342,0.0,True,True,True,True,False,False,False,p5g8_007_c9,c9fill
1,3|grow|rotor|liquid|s2|g0,6,p4g1_037,0,4,51d3ff7d5b99699d,46.31002479058482,0.2489,partial,0.4,True,True,True,p4g1_037_c9,c9fill,957,51d3ff7d5b99699d,3|grow|drift|liquid|s2|g0|structured,46.31002479058482,0.2489,True,True,True,True,False,False,False,p4g1_037_c9,c9fill
1,4|grow|mobile|liquid|s1|g0,6,p1g7_023,0,1,ae859cef82a541f9,67.21152808694907,0.6487,partial,0.4,False,False,True,p1g7_023,screen,957,eb5e4ef733bd5672,3|switch|mobile|liquid|s1|g2|structured,67.79691010868635,0.6487,True,True,False,False,False,True,False,p1g7_023,screen
1,4|grow|drift|frozen|s1|g2,6,p1g5_022,0,1,e0c477a1df493566,61.912291554029295,0.5209,partial,0.4,True,True,True,p1g5_022,screen,957,4716b0ed967ab0c9,4|grow|rotor|liquid|s1|g2|structured,64.36786444253661,0.5209,True,True,False,False,False,False,False,p1g5_022,screen
1,4|switch|rotor|liquid|s2|g1,6,p2g7_010,0,2,8ca54a0a2e5f9221,43.71410894344438,0.2016,partial,0.4,False,False,True,p2g7_010_c9,c9fill,957,8ca54a0a2e5f9221,4|grow|rotor|liquid|s2|g1|mixed,43.71410894344438,0.2016,True,True,True,True,False,False,False,p2g7_010_c9,c9fill
1,2|grow|drift|liquid|s1|g2,6,p6g9_038,0,6,812d5ab5168659a9,35.34862883897415,0.1052,partial,0.4,True,False,True,p6g9_038_c9,c9fill,957,812d5ab5168659a9,2|grow|drift|liquid|s1|g2|mixed,35.34862883897415,0.1052,True,True,True,True,False,True,False,p6g9_038_c9,c9fill
1,3|grow|drift|frozen|s1|g2,6,p0g1_055,0,0,b8443088cbf6a776,23.07573572790891,0.0,partial,0.4,True,False,True,p0g1_055_c9,c9fill,957,b8443088cbf6a776,3|constant|rotor|frozen|s1|g2|structured,23.07573572790891,0.0,True,True,True,True,False,False,False,p0g1_055_c9,c9fill
1,4|constant|rotor|flicker|s1|g2,6,p5g6_021,0,5,f6f348579074846d,37.75596212289088,0.0,partial,0.4,True,False,True,p5g6_021_c9,c9fill,957,f6f348579074846d,4|oscillator|rotor|liquid|s1|g2|mixed,37.75596212289088,0.0,True,True,True,True,False,False,False,p5g6_021_c9,c9fill
1,3|grow|drift|liquid|s2|g2,6,p2g2_041,0,2,6d69c834bff5afd0,42.02466434855003,0.108,partial,0.4,True,True,True,p2g2_041_c9,c9fill,957,6d69c834bff5afd0,3|grow|drift|liquid|s2|g2|structured,42.02466434855003,0.108,True,True,True,True,False,False,False,p2g2_041_c9,c9fill
1,2|switch|mobile|liquid|s2|g2,6,p2g4_002,0,2,bcc3072a07e51f96,63.73891646121788,0.4014,partial,0.4,True,False,True,p2g4_002_c9,c9fill,957,bcc3072a07e51f96,3|switch|mobile|liquid|s2|g2|structured,63.73891646121788,0.4014,True,True,True,True,False,False,False,p2g4_002_c9,c9fill
1,3|constant|mobile|flicker|s1|g2,6,p3g5_061,0,3,c63ba0e852b7880c,26.987566449348677,0.0,partial,0.4,False,False,True,p3g5_061_c9,c9fill,957,c63ba0e852b7880c,3|constant|mobile|flicker|s1|g2|mixed,26.987566449348677,0.0,True,True,True,True,False,True,False,p3g5_061_c9,c9fill
1,4|grow|mobile|flicker|s3|g0,6,p6g9_022,0,6,36e4056a5ff9fa8c,38.62992457894431,0.3457,partial,0.4,True,False,True,p6g9_022_c9,c9fill,957,36e4056a5ff9fa8c,4|switch|mobile|liquid|s1|g0|structured,38.62992457894431,0.3457,True,True,True,True,False,False,False,p6g9_022_c9,c9fill
1,4|grow|rotor|liquid|s1|g2|economy,7,p1g1_052,1,1,fa86cb8089d048d0,77.03829187725921,0.6311,partial,0.4,True,False,True,p1g1_052_s3,seed3,959,fa86cb8089d048d0,4|grow|mobile|liquid|s3|g2|structured,80.52036484657403,0.6311,True,True,True,True,False,True,False,p1g1_052_s3,seed3
1,3|switch|rotor|liquid|s2|g2|economy,7,p1g1_053,1,1,27a2960d05f47297,68.9601073897957,0.5021,partial,0.4,True,False,True,p1g1_053_s2,seed2,958,27a2960d05f47297,3|switch|rotor|liquid|s2|g2|structured,73.64763423724462,0.5021,True,True,True,True,False,True,False,p1g1_053_s2,seed2
1,4|switch|mobile|liquid|s1|g1|economy,7,p1g1_049,1,1,dc62120b0c212700,60.05096618473347,0.5007,partial,0.4,True,False,True,p1g1_049_s3,seed3,959,dc62120b0c212700,4|switch|mobile|liquid|s1|g1|structured,62.54620773091684,0.5007,True,True,True,True,False,True,False,p1g1_049_s3,seed3
1,3|grow|rotor|liquid|s2|g2|economy,7,p1g1_050,1,1,27a2960d05f47297,69.40908896314723,0.4927,partial,0.4,True,False,True,p1g1_050_s2,seed2,958,27a2960d05f47297,3|switch|rotor|liquid|s2|g2|structured,74.44386120393403,0.4927,True,True,True,True,False,True,False,p1g1_050_s2,seed2
1,3|grow|rotor|liquid|s1|g1|mixed,7,p1g1_023,1,1,7b4ed6d7108a4117,39.0472096695423,0.0,partial,0.4,True,False,True,p1g1_023_s3,seed3,959,7b4ed6d7108a4117,3|grow|mobile|liquid|s1|g1|mixed,48.80901208692787,0.0,True,True,True,True,False,False,False,p1g1_023_s3,seed3
1,2|switch|mobile|liquid|s1|g2|structured,7,p1g2_032,2,1,e810275ae9ca0cb9,62.003577511380136,0.5108,partial,0.4,True,False,True,p1g2_032_s2,seed2,958,e810275ae9ca0cb9,2|switch|rotor|liquid|s1|g2|structured,64.73447188922518,0.5108,True,True,True,True,False,False,False,p1g2_032_s2,seed2
1,3|switch|mobile|liquid|s1|g2|structured,7,p1g9_013,9,1,32e73d69fe198380,75.50492988051496,0.7436,partial,,True,False,False,,,,,,,,,,,,,,,,
1,3|grow|mobile|liquid|s1|g2|mixed,7,p1g7_017,7,1,df888871f6b77cc9,40.74130370089827,0.0,partial,0.4,True,True,True,p1g7_017_s2,seed2,958,df888871f6b77cc9,3|grow|rotor|liquid|s1|g2|mixed,50.92662962612284,0.0,True,True,True,True,False,True,False,p1g7_017_s2,seed2
1,3|grow|rotor|liquid|s2|g2|structured,7,p1g1_037,1,1,f003a6f1e11f732d,66.04140712036089,0.4359,partial,0.4,True,False,True,p1g1_037_s2,seed2,958,f003a6f1e11f732d,3|grow|mobile|liquid|s2|g2|structured,71.65425890045111,0.4359,True,True,True,True,False,True,False,p1g1_037_s2,seed2
1,3|grow|mobile|liquid|s3|g2|structured,7,p1g1_038,1,1,bbef031462d40825,73.34328531212776,0.5762,partial,0.4,True,False,True,p1g1_038_s3,seed3,959,bbef031462d40825,3|grow|mobile|liquid|s3|g2|structured,77.27410664015972,0.5762,True,True,True,True,True,True,False,p1g1_038_s3,seed3
1,2|constant|still|frozen|s1|g2|mixed,7,p1g6_068,6,1,ab38c24cc5e4c855,23.14256751052128,0.0,partial,0.4,True,True,True,p1g6_068,screen,957,ab38c24cc5e4c855,2|constant|still|frozen|s1|g2|mixed,28.928209388151597,0.0,True,True,True,True,True,True,False,p1g6_068,screen
1,4|switch|rotor|liquid|s2|g2|structured,7,p1g8_029,8,1,fc118f66693383c7,74.06333114437204,0.7,partial,,True,False,False,,,,,,,,,,,,,,,,
1,3|grow|mobile|liquid|s2|g2|mixed,7,p1g1_046,1,1,7301e1a7983770c7,37.05156637215582,0.0,partial,0.4,True,False,True,p1g1_046,screen,957,7301e1a7983770c7,3|grow|mobile|liquid|s2|g2|mixed,46.31445796519477,0.0,True,True,True,True,True,True,False,p1g1_046,screen
1,3|oscillator|mobile|liquid|s1|g2|structured,7,p1g10_020,10,1,7e1f4bd8dc0677ff,60.45424658381951,0.5371,partial,,True,False,False,,,,,,,,,,,,,,,,
1,3|grow|rotor|liquid|s1|g2|structured,7,p1g5_014,5,1,510a2e15357d1c55,62.250439459534604,0.3879,partial,0.4,True,False,True,p1g5_014,screen,957,510a2e15357d1c55,3|grow|rotor|liquid|s1|g2|structured,68.11554932441825,0.3879,True,True,True,True,True,True,False,p1g5_014,screen
1,4|switch|drift|liquid|s1|g2|mixed,7,p1g8_002,8,1,eb940a7e88702d14,50.64722681599771,0.3379,partial,,True,False,False,,,,,,,,,,,,,,,,
1,4|grow|rotor|liquid|s2|g2|structured,7,p1g10_048,10,1,433c3d0184147edf,78.58009001646884,0.736,partial,,True,False,False,,,,,,,,,,,,,,,,
1,4|switch|mobile|flicker|s1|g2|mixed,7,p1g1_061,1,1,b8845a421c6e979f,57.43478367282714,0.4106,partial,0.4,True,False,True,p1g1_061_s2,seed2,958,b8845a421c6e979f,4|switch|mobile|flicker|s1|g2|structured,61.52847959103393,0.4106,True,True,True,True,False,True,False,p1g1_061_s2,seed2
1,4|grow|mobile|liquid|s1|g2|structured,7,p1g6_023,6,1,fceaf0f5291b4bac,73.11152650201896,0.6277,partial,0.4,True,True,True,p1g6_023_s2,seed2,958,fceaf0f5291b4bac,4|grow|mobile|liquid|s1|g2|structured,75.6969081275237,0.6277,True,True,True,True,True,True,False,p1g6_023_s2,seed2
1,4|grow|mobile|liquid|s3|g2|structured,7,p1g4_050,4,1,9a815b4bb1db78ea,78.40726235314638,0.6487,partial,0.4,True,False,True,p1g4_050_s3,seed3,959,9a815b4bb1db78ea,4|grow|mobile|liquid|s3|g2|structured,81.79157794143298,0.6487,True,True,True,True,True,True,False,p1g4_050_s3,seed3
1,4|switch|drift|flicker|s1|g2|mixed,7,p1g1_064,1,1,82d50700e07f9b60,36.3497701903479,0.0,partial,0.4,True,False,True,p1g1_064,screen,957,82d50700e07f9b60,4|switch|drift|flicker|s1|g2|mixed,45.43721273793487,0.0,True,True,True,True,True,True,False,p1g1_064,screen
1,4|switch|rotor|liquid|s1|g2|structured,7,p1g6_052,6,1,e85f4b309db0d245,73.71045236487434,0.5397,partial,0.4,True,True,True,p1g6_052_s3,seed3,959,e85f4b309db0d245,4|switch|rotor|liquid|s2|g2|structured,78.64556545609295,0.5397,True,True,True,True,False,False,False,p1g6_052_s3,seed3
1,4|switch|mobile|liquid|s1|g2|mixed,7,p1g2_079,2,1,dc83264b5807f57d,60.218107671443164,0.3785,partial,0.4,True,False,True,p1g2_079_s2,seed2,958,dc83264b5807f57d,4|switch|rotor|liquid|s1|g2|mixed,65.81013458930396,0.3785,True,True,True,True,False,False,False,p1g2_079_s2,seed2
1,3|switch|drift|frozen|s1|g2|mixed,7,p1g3_043,3,1,8bc048058fe00ede,30.808175965348568,0.0,partial,0.4,True,False,True,p1g3_043_s2,seed2,958,8bc048058fe00ede,3|constant|drift|liquid|s1|g2|mixed,38.51021995668571,0.0,True,True,True,True,False,True,False,p1g3_043_s2,seed2
1,4|switch|rotor|liquid|s3|g2|structured,7,p1g9_024,9,1,986518e2fcff4f95,66.01038495571946,0.4056,partial,,True,False,False,,,,,,,,,,,,,,,,
1,3|constant|rotor|liquid|s1|g1|structured,7,p1g1_002,1,1,020eb6f6f8781bc8,47.82566975969556,0.4949,partial,0.4,False,False,True,p1g1_002,screen,957,020eb6f6f8781bc8,3|constant|rotor|liquid|s1|g1|structured,47.40958719961945,0.4949,True,True,True,True,True,True,False,p1g1_002,screen
1,3|switch|mobile|liquid|s1|g1|structured,7,p1g12_014,12,1,de784825e3c7a087,59.54118614190624,0.5575,partial,,True,True,False,,,,,,,,,,,,,,,,
1,3|oscillator|drift|liquid|s1|g2|mixed,7,p1g2_064,2,1,bd534d84815f7264,37.345238835498755,0.1628,partial,0.4,True,False,True,p1g2_064,screen,957,bd534d84815f7264,3|oscillator|drift|liquid|s1|g2|mixed,42.61154854437344,0.1628,True,True,True,True,True,True,False,p1g2_064,screen
1,3|switch|mobile|liquid|s1|g2|mixed,7,p1g3_007,3,1,fffc151241f9ddb6,62.58959201568059,0.4452,partial,0.4,True,False,True,p1g3_007_s2,seed2,958,fffc151241f9ddb6,3|switch|mobile|liquid|s1|g2|structured,67.10699001960073,0.4452,True,True,True,True,False,True,False,p1g3_007_s2,seed2
1,3|switch|rotor|liquid|s1|g2|structured,7,p1g4_053,4,1,b310fbfc5cac334e,62.07309727207247,0.2645,partial,0.4,True,False,True,p1g4_053_s2,seed2,958,b310fbfc5cac334e,3|switch|rotor|liquid|s2|g2|structured,70.97887159009058,0.2645,True,True,True,True,False,True,True,p1g4_053,screen
1,4|switch|mobile|liquid|s2|g1|structured,7,p1g1_013,1,1,8784c1d75e4d44bb,71.61035398479223,0.5743,partial,0.4,True,False,True,p1g1_013,screen,957,8784c1d75e4d44bb,4|switch|mobile|liquid|s2|g1|structured,75.15544248099029,0.5743,True,True,True,True,True,True,True,p1g1_013_s2,seed2
1,3|switch|drift|liquid|s1|g2|mixed,7,p1g2_003,2,1,fd9903147f8cb2aa,50.79831580228338,0.2708,partial,0.4,True,False,True,p1g2_003_s2,seed2,958,fd9903147f8cb2aa,3|switch|drift|liquid|s1|g2|mixed,56.727894752854226,0.2708,True,True,True,True,True,True,False,p1g2_003_s2,seed2
1,3|switch|mobile|liquid|s2|g2|structured,7,p1g6_018,6,1,4d69bffc0d662e52,64.09909175040542,0.3742,partial,0.4,True,True,True,p1g6_018,screen,957,4d69bffc0d662e52,3|switch|mobile|liquid|s2|g2|structured,70.76886468800677,0.3742,True,True,True,True,True,True,False,p1g6_018,screen
1,4|switch|mobile|liquid|s2|g2|structured,7,p1g2_049,2,1,fa86cb8089d048d0,78.56017573472647,0.6347,partial,0.4,True,False,True,p1g2_049_s3,seed3,959,fa86cb8089d048d0,4|grow|mobile|liquid|s3|g2|structured,82.3327196684081,0.6347,True,True,True,True,False,True,False,p1g2_049_s3,seed3
1,3|switch|rotor|liquid|s2|g2|structured,7,p1g4_031,4,1,bd353bc117db191e,68.0313983295594,0.418,partial,0.4,True,False,True,p1g4_031,screen,957,bd353bc117db191e,3|switch|rotor|liquid|s2|g2|structured,74.58924791194924,0.418,True,True,True,True,True,True,False,p1g4_031,screen
1,3|grow|mobile|liquid|s2|g2|structured,7,p1g2_048,2,1,99843d9cd96588d6,67.75596271249286,0.3906,partial,0.4,True,False,True,p1g2_048_s3,seed3,959,99843d9cd96588d6,3|switch|rotor|liquid|s2|g2|structured,74.92995339061608,0.3906,True,True,True,True,False,True,True,p1g2_048,screen
1,4|grow|rotor|liquid|s1|g1|structured,7,p1g1_029,1,1,f696871bd3d8ad9a,68.98333458723714,0.5585,partial,0.4,True,False,True,p1g1_029_s3,seed3,959,f696871bd3d8ad9a,4|grow|rotor|liquid|s2|g1|structured,72.26666823404642,0.5585,True,True,True,True,False,False,False,p1g1_029_s3,seed3
1,3|switch|rotor|liquid|s1|g2|mixed,7,p1g7_065,7,1,f089573bf4669d1d,48.49106433458008,0.3355,partial,0.4,True,True,True,p1g7_065_s2,seed2,958,f089573bf4669d1d,3|switch|mobile|liquid|s1|g2|structured,52.2263304182251,0.3355,True,True,True,True,False,True,False,p1g7_065_s2,seed2
1,3|switch|mobile|flicker|s1|g2|mixed,7,p1g2_033,2,1,cfa2e47a1265b2d7,48.6174283593865,0.0,partial,0.4,True,False,True,p1g2_033_s2,seed2,958,cfa2e47a1265b2d7,3|switch|mobile|flicker|s2|g2|mixed,60.77178544923312,0.0,True,True,True,True,False,False,False,p1g2_033_s2,seed2
1,4|grow|mobile|liquid|s2|g2|mixed,7,p1g1_044,1,1,32872dffa2215107,49.41898442038987,0.0,partial,0.4,True,False,True,p1g1_044,screen,957,32872dffa2215107,4|grow|mobile|liquid|s2|g2|mixed,61.77373052548734,0.0,True,True,True,True,True,True,False,p1g1_044,screen
1,4|grow|rotor|liquid|s2|g2|mixed,7,p1g6_045,6,1,1fb78d789b364fb2,58.22930274515277,0.2504,partial,0.4,True,True,True,p1g6_045,screen,957,1fb78d789b364fb2,4|grow|rotor|liquid|s2|g2|mixed,66.52662843144097,0.2504,True,True,True,True,True,True,False,p1g6_045,screen
1,4|constant|rotor|liquid|s1|g2|mixed,7,p1g1_054,1,1,51de7cd26fa902e8,40.940443749567756,0.0,partial,0.4,True,False,True,p1g1_054,screen,957,51de7cd26fa902e8,4|constant|rotor|liquid|s1|g2|mixed,51.17555468695969,0.0,True,True,True,True,True,True,False,p1g1_054,screen
1,4|switch|mobile|liquid|s1|g2|structured,7,p1g8_021,8,1,278b9aacc4e2f51a,73.10058291117392,0.6525,partial,,True,False,False,,,,,,,,,,,,,,,,
1,2|constant|rotor|liquid|s1|g2|mixed,7,p1g1_003,1,1,157e4e198ef64a03,33.620002200191266,0.0,partial,0.4,True,False,True,p1g1_003,screen,957,157e4e198ef64a03,2|constant|rotor|liquid|s1|g2|mixed,42.02500275023908,0.0,True,True,True,True,True,True,False,p1g1_003,screen
1,4|grow|mobile|liquid|s2|g2|structured,7,p1g11_000,11,1,12afa15cbea8a945,73.04661688113798,0.6121,partial,,True,True,False,,,,,,,,,,,,,,,,
1,4|constant|still|frozen|s1|g2|mixed,7,p1g1_012,1,1,c0cd8328b83c234c,16.237337276523323,0.035,partial,0.4,True,False,True,p1g1_012_s3,seed3,959,c0cd8328b83c234c,4|constant|still|frozen|s1|g2|mixed,19.421671595654157,0.035,True,True,True,True,True,True,False,p1g1_012_s3,seed3
1,3|constant|drift|frozen|s1|g0|structured,7,p1g3_024,3,1,b25e612be02566b2,20.8403628130342,0.197,partial,0.4,True,False,True,p1g3_024_s3,seed3,959,b25e612be02566b2,3|constant|drift|liquid|s1|g0|structured,21.12545351629275,0.197,True,True,True,True,False,True,False,p1g3_024_s3,seed3
1,4|switch|mobile|liquid|s1|g1|structured,7,p1g4_010,4,1,af4d293ecc671f7a,70.18956635868766,0.6619,partial,0.4,True,False,True,p1g4_010_s3,seed3,959,af4d293ecc671f7a,4|grow|mobile|liquid|s1|g1|structured,71.18945794835957,0.6619,True,True,True,True,False,False,False,p1g4_010_s3,seed3
1,2|switch|still|gas|s1|g2|mixed,7,p1g1_032,1,1,3184a459a465e414,24.279181024853965,0.0,partial,0.4,True,False,True,p1g1_032_s3,seed3,959,3184a459a465e414,2|switch|still|gas|s1|g2|mixed,30.348976281067458,0.0,True,True,True,True,True,False,False,p1g1_032_s3,seed3
