island,cand,gen,op,parents,ghash,screen_status,screen_C9_mode,screen_C9,screen_interest_raw,screen_interest_v2,screen_descriptor_bin,selected_declared,selected_valid,declared_pair,valid_pair,invalid_confirmation_rows,unique_assayed_seeds,three_seed_C9_min,seed2_cand,seed2_status,seed2_C9,seed2_interest_raw,seed2_interest_v2,seed3_cand,seed3_status,seed3_C9,seed3_interest_raw,seed3_interest_v2,screen_qualifies_025,screen_common_I025,any_seed_qualifies_025,any_confirmed_025,screen_plus_any_confirmed_025,robust_three_seeds_025,robust_partial_only_025,three_seed_common_I025_min,screen_qualifies_040,screen_common_I040,any_seed_qualifies_040,any_confirmed_040,screen_plus_any_confirmed_040,robust_three_seeds_040,robust_partial_only_040,three_seed_common_I040_min,film_archive_path,screen_film_member,seed2_film_member,seed3_film_member,suggested_role
1,p1g9_013,9,mutate,"[""p1g2_014""]",32e73d69fe198380,ok,partial,0.7436,75.50492988051496,76.26821646752495,3|switch|mobile|liquid|s1|g2|structured,True,True,True,True,0,3,0.6415,p1g9_013_s2,ok,0.6415,71.07664699260039,75.69441165433399,p1g9_013_s3,ok,0.7086,76.7840965481866,80.73349424697767,True,75.79116235064372,True,True,True,True,True,72.80830874075049,True,75.50492988051496,True,True,True,True,True,71.07664699260039,/Users/spoho/v3work/isl1_final2.tgz,isl1/out/runs/p1g9_013.npz,isl1/out/runs/p1g9_013_s2.npz,isl1/out/runs/p1g9_013_s3.npz,top_confirmed_C9_candidate
2,p2g10_023,10,mint_bilin,"[""p2g2_055""]",770c8caac544c0bc,ok,partial,0.6486,54.36098136786449,47.36163561310749,4|oscillator|rotor|liquid|s1|g1|structured,True,True,True,True,0,3,0.3989,p2g10_023_s2,ok,0.7123,57.418464601016694,48.21077433502783,p2g10_023_s3,ok,0.3989,65.01467147857493,81.76445246429155,False,51.73622670983062,False,False,False,False,False,51.73622670983062,False,54.36098136786449,False,False,False,False,False,54.36098136786449,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g10_023.npz,isl2/out/runs/p2g10_023_s2.npz,isl2/out/runs/p2g10_023_s3.npz,top_confirmed_C9_candidate
2,p2g10_045,10,add_chan,"[""p2g2_055""]",553bfbdac004bcf0,ok,partial,0.5042,69.69629057663084,82.54715096105141,4|grow|mobile|liquid|s2|g2|structured,True,True,False,False,0,2,,p2g10_045_s2,ok,0.6257,77.29387953497798,87.1097992249633,,,,,,True,74.51536322078856,True,True,True,False,False,,True,69.69629057663084,True,True,True,False,False,,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g10_045.npz,isl2/out/runs/p2g10_045_s2.npz,,top_confirmed_C9_candidate
2,p2g11_036,11,mint_bilin,"[""p2g1_067""]",a630f103b53e51d1,ok,partial,0.6979,76.3971654745781,80.80194245763018,4|grow|mobile|liquid|s3|g2|structured,True,True,True,True,0,3,0.5769,p2g11_036_s2,ok,0.5769,66.86428128661599,72.98046881102665,p2g11_036_s3,ok,0.6606,71.77881310906918,75.59135518178198,True,78.04895684322264,True,True,True,True,True,69.15785160827,True,76.3971654745781,True,True,True,True,True,66.86428128661599,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g11_036.npz,isl2/out/runs/p2g11_036_s2.npz,isl2/out/runs/p2g11_036_s3.npz,top_confirmed_C9_candidate
2,p2g12_043,12,delete_bilin,"[""p2g6_037""]",2118b3d23cd81fe6,ok,partial,0.3999,49.13016461554221,55.22360769257036,2|grow|mobile|liquid|s1|g0|structured,True,True,True,True,0,3,0.3164,p2g12_043_s2,ok,0.6927,53.58351232943647,43.125853882394125,p2g12_043_s3,ok,0.3164,47.72841163872554,58.4540193978759,False,51.41520576942777,False,False,False,False,False,49.661890411795596,False,49.13016461554221,False,False,False,False,False,47.72841163872554,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g12_043.npz,isl2/out/runs/p2g12_043_s2.npz,isl2/out/runs/p2g12_043_s3.npz,top_confirmed_C9_candidate
2,p2g1_017,1,mint_bilin,"[""p5g7_040""]",bf9d2724ed64b209,ok,partial,0.5181,73.71569785533013,81.01759714044017,4|grow|mobile|liquid|s1|g2|structured,True,True,True,True,0,3,0.5181,p2g1_017_s2,ok,0.6435,75.97974711686268,79.85632948915024,p2g1_017_s3,ok,0.6592,79.28309980771103,83.73746641028137,True,73.71569785533013,True,True,True,True,True,73.71569785533013,True,69.3345582842641,True,True,True,True,True,69.3345582842641,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g1_017.npz,isl2/out/runs/p2g1_017_s2.npz,isl2/out/runs/p2g1_017_s3.npz,top_confirmed_C9_candidate
2,p2g1_025,1,mint_bilin,"[""p1g3_035""]",b775106c35d12be9,ok,partial,0.6581,71.52799736509368,73.43399648679157,4|grow|mobile|liquid|s1|g1|structured,True,True,True,True,0,3,0.5527,p2g1_025_s2,ok,0.6845,75.9169995489554,78.40599939860721,p2g1_025_s3,ok,0.5527,74.01626567944356,80.26502090592476,True,71.52799736509368,True,True,True,True,True,71.52799736509368,True,70.38439789207494,True,True,True,True,True,70.26701254355484,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g1_025.npz,isl2/out/runs/p2g1_025_s2.npz,isl2/out/runs/p2g1_025_s3.npz,top_confirmed_C9_candidate
2,p2g2_018,2,mint_bilin,"[""p6g9_040""]",0af6510266e625be,ok,partial,0.7576,48.77120516361141,39.774940218148544,3|switch|mobile|flicker|s1|g0|structured,True,True,True,True,0,3,0.3326,p2g2_018_s2,ok,0.6591,55.55911702410574,52.10882269880766,p2g2_018_s3,ok,0.3326,47.9249994225621,52.81333256341614,False,48.77120516361141,False,False,False,False,False,47.9249994225621,False,54.16896413088912,False,False,False,False,False,44.99199953804968,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g2_018.npz,isl2/out/runs/p2g2_018_s2.npz,isl2/out/runs/p2g2_018_s3.npz,top_confirmed_C9_candidate
2,p2g2_060,2,merge_cross_edge,"[""p2g6_020"",""blk_engine_10748""]",87f090a8524d6f79,ok,partial,0.5509,71.60771869062128,77.11362492082839,3|grow|rotor|liquid|s2|g2|structured,True,True,False,False,0,2,,p2g2_060_s2,ok,0.6662,74.34839552011894,76.92452736015859,,,,,,True,71.60771869062128,True,True,True,False,False,,True,68.30417495249702,True,True,True,False,False,,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g2_060.npz,isl2/out/runs/p2g2_060_s2.npz,,top_confirmed_C9_candidate
2,p2g6_032,6,add_chan,"[""p1g3_035""]",67cf21942715762c,ok,partial,0.432,66.0263463412321,73.63512845497613,3|switch|mobile|liquid|s1|g1|structured,True,True,True,True,0,3,0.432,p2g6_032_s2,ok,0.8048,76.2177190992982,74.79695879906427,p2g6_032_s3,ok,0.4952,68.06994728392698,74.25326304523597,True,66.0263463412321,True,True,True,True,True,66.0263463412321,True,61.461077072985674,True,True,True,True,True,61.461077072985674,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g6_032.npz,isl2/out/runs/p2g6_032_s2.npz,isl2/out/runs/p2g6_032_s3.npz,top_confirmed_C9_candidate
2,p2g8_020,8,mint_bilin,"[""p2g1_052""]",6948a9388ea3347f,ok,partial,0.4717,53.466684527421535,57.66447421236922,3|switch|rotor|flicker|s1|g0|structured,True,True,True,True,0,3,0.4573,p2g8_020_s2,ok,0.6824,72.63663610827167,75.56772684711946,p2g8_020_s3,ok,0.4573,55.614310851724824,62.20385141954138,False,55.040855659276914,True,True,False,False,False,55.040855659276914,False,53.466684527421535,True,True,False,False,False,53.466684527421535,/Users/spoho/v3work/isl2_final2.tgz,isl2/out/runs/p2g8_020.npz,isl2/out/runs/p2g8_020_s2.npz,isl2/out/runs/p2g8_020_s3.npz,top_confirmed_C9_candidate
